	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	Sulfur_id	kegg_genes_id	ko_id	kegg_hit	kegg_RBH	kegg_identity	kegg_bitScore	kegg_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_123	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	123	125260	126051	-1	A		rhz:RHPLAN_61560	K11074	"rhz:RHPLAN_61560 (K11074) potI, spuH; putrescine transport system permease protein"	TRUE	0.758	396	9.40E-122								Binding-protein-dependent transport system inner membrane component [PF00528.25]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_124	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	124	126055	126954	-1	A		rhz:RHPLAN_61570	K11075	"rhz:RHPLAN_61570 (K11075) potH, spuG; putrescine transport system permease protein"	TRUE	0.707	413	4.53E-127								Binding-protein-dependent transport system inner membrane component [PF00528.25]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_125	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	125	127100	128242	-1	A		kai:K32_04540	K11076	"kai:K32_04540 (K11076) potG, spuF; putrescine transport system ATP-binding protein [EC:7.6.2.16]"	TRUE	0.678	489	1.26E-151								ABC transporter [PF00005.30]; TOBE domain [PF08402.13]; RecF/RecN/SMC N terminal domain [PF02463.22]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_126	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	126	128254	128868	-1	C		kmn:HW532_12395	K09019	kmn:HW532_12395 (K09019) rutE; 3-hydroxypropanoate dehydrogenase [EC:1.1.1.-]	FALSE	0.653	251	1.10E-72								Nitroreductase family [PF00881.27]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_127	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	127	128912	130288	-1	A		rhz:RHPLAN_61870	K01578	rhz:RHPLAN_61870 (K01578) MLYCD; malonyl-CoA decarboxylase [EC:4.1.1.9]	TRUE	0.711	654	3.04E-207								Malonyl-CoA decarboxylase C-terminal domain [PF05292.14]; Malonyl-CoA decarboxylase N-terminal domain [PF17408.5]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_128	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	128	130392	131564	1	A		rhz:RHPLAN_61880		rhz:RHPLAN_61880 ()	TRUE	0.799	640	8.77E-204								CoA-transferase family III [PF02515.20]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_129	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	129	131711	133753	1	A		psin:CAK95_13660	"K02031,K02032"	psin:CAK95_13660 (K02031/K02032) ddpD; peptide/nickel transport system ATP-binding protein ddpF; peptide/nickel transport system ATP-binding protein	TRUE	0.782	1066	0								"ABC transporter [PF00005.30]; Oligopeptide/dipeptide transporter, C-terminal region [PF08352.15]"					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_130	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	130	133793	135373	1	A		psin:CAK95_13655	K02035	psin:CAK95_13655 (K02035) ABC.PE.S; peptide/nickel transport system substrate-binding protein	TRUE	0.8	845	4.55E-272								"Bacterial extracellular solute-binding proteins, family 5 Middle [PF00496.25]"					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_131	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	131	135419	136372	1	A		psin:CAK95_13650	K02033	psin:CAK95_13650 (K02033) ABC.PE.P; peptide/nickel transport system permease protein	TRUE	0.815	531	1.78E-167								"Binding-prot-dependent transport system membrane comp, N-term [PF19300.2]"					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_132	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	132	136375	137274	1	A		psin:CAK95_13645	K02034	psin:CAK95_13645 (K02034) ABC.PE.P1; peptide/nickel transport system permease protein	TRUE	0.756	439	4.27E-136													0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_133	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	133	137278	137460	1	C		blag:BLTE_11550		blag:BLTE_11550 ()	FALSE	0.661	78	3.55E-15								Protein of unknown function (DUF2283) [PF10049.12]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_134	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	134	137482	138018	1	C		rhz:RHPLAN_62100		rhz:RHPLAN_62100 ()	FALSE	0.552	185	2.52E-50								Carboxymuconolactone decarboxylase family [PF02627.23]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_135	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	135	138062	139072	1	A		rhz:RHPLAN_62120		rhz:RHPLAN_62120 ()	TRUE	0.608	388	1.73E-117								Tripartite tricarboxylate transporter family receptor [PF03401.17]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_136	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	136	139122	140495	1	A		rhz:RHPLAN_62140	K01857	"rhz:RHPLAN_62140 (K01857) pcaB; 3-carboxy-cis,cis-muconate cycloisomerase [EC:5.5.1.2]"	TRUE	0.75	682	4.21E-217								Lyase [PF00206.23]; Adenylosuccinate lyase C-terminus [PF10397.12]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_137	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	137	140657	140998	1	C		bic:LMTR13_15785		bic:LMTR13_15785 ()	FALSE	0.463	88	1.07E-17													0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_138	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	138	141249	142205	-1	A		rhz:RHPLAN_10220	K01714	rhz:RHPLAN_10220 (K01714) dapA; 4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7]	TRUE	0.756	476	1.92E-148								Dihydrodipicolinate synthetase family [PF00701.25]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_139	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	139	142543	144876	1	A		rhz:RHPLAN_46160	K03520	"rhz:RHPLAN_46160 (K03520) coxL, cutL; aerobic carbon-monoxide dehydrogenase large subunit [EC:1.2.5.3]"	TRUE	0.621	934	3.58E-298								"Molybdopterin cofactor-binding domain [PF02738.21]; Molybdopterin cofactor-binding domain [PF20256.1]; Aldehyde oxidase and xanthine dehydrogenase, a/b hammerhead domain [PF01315.25]"					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_140	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	140	144919	145878	1	A		rhz:RHPLAN_08770		rhz:RHPLAN_08770 ()	TRUE	0.575	352	1.63E-105								"D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain [PF02826.22]; D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain [PF00389.33]"					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_141	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	141	146035	146898	-1	A		byi:BYI23_D012520		byi:BYI23_D012520 ()	TRUE	0.634	359	1.96E-108								Fumarylacetoacetate (FAA) hydrolase family [PF01557.21]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_142	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	142	146895	148553	-1	A		rhz:RHPLAN_33290		rhz:RHPLAN_33290 ()	TRUE	0.721	783	2.99E-250								FAD binding domain [PF01494.22]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_143	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	143	148628	149485	1	A		bpt:Bpet1429		bpt:Bpet1429 ()	TRUE	0.671	378	4.93E-115								Fumarylacetoacetate (FAA) hydrolase family [PF01557.21]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_144	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	144	149748	151373	-1	A		rhz:RHPLAN_10140		rhz:RHPLAN_10140 ()	TRUE	0.74	796	7.82E-255								FAD binding domain [PF01494.22]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_145	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	145	151439	153883	1	A		rhz:RHPLAN_00840	K03520	"rhz:RHPLAN_00840 (K03520) coxL, cutL; aerobic carbon-monoxide dehydrogenase large subunit [EC:1.2.5.3]"	TRUE	0.702	1092	0								"Molybdopterin cofactor-binding domain [PF02738.21]; Molybdopterin cofactor-binding domain [PF20256.1]; Aldehyde oxidase and xanthine dehydrogenase, a/b hammerhead domain [PF01315.25]"					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_146	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	146	154060	155016	1	A		psin:CAK95_17060	K14333	"psin:CAK95_17060 (K14333) DHBD; 2,3-dihydroxybenzoate decarboxylase [EC:4.1.1.46]"	TRUE	0.696	441	3.88E-136								Amidohydrolase [PF04909.17]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_147	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	147	155041	156255	-1	A		hht:F506_11265	K05712	hht:F506_11265 (K05712) mhpA; 3-(3-hydroxy-phenyl)propionate hydroxylase [EC:1.14.13.127]	TRUE	0.545	415	1.16E-125								FAD binding domain [PF01494.22]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_148	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	148	156268	156561	-1	C		phr:C6569_13285	"K09780,K09780"	phr:C6569_13285 (K09780) K09780; uncharacterized protein	FALSE	0.542	98	1.03E-21								YCII-related domain [PF03795.17]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_149	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	149	156645	157727	-1	A		brk:CWS35_35430	K08990	brk:CWS35_35430 (K08990) ycjF; putative membrane protein	TRUE	0.574	385	3.15E-116								Domain of unknown function (DUF697) [PF05128.15]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_150	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	150	157724	159196	-1	A		aol:S58_15580	"K06918,K06918"	aol:S58_15580 (K06918) K06918; uncharacterized protein	TRUE	0.742	733	5.90E-234								"YcjX-like family, DUF463 [PF04317.15]; Double-GTPase 1 [PF19975.2]; Double-GTPase 2 [PF19993.2]"					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_151	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	151	159350	159895	-1	C		psin:CAK95_25560	K05805	psin:CAK95_25560 (K05805) creA; CreA protein	FALSE	0.911	293	8.64E-88								CreA protein [PF05981.15]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_152	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	152	160131	161084	1	C		ajs:Ajs_3974		ajs:Ajs_3974 ()	FALSE	0.512	300	2.10E-87								Tripartite tricarboxylate transporter family receptor [PF03401.17]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_153	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	153	161091	162074	1	C		rht:NT26_1309		rht:NT26_1309 ()	FALSE	0.556	335	1.69E-99								Tripartite tricarboxylate transporter family receptor [PF03401.17]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_154	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	154	162254	164542	-1	C		trb:HB776_15335	K03520	"trb:HB776_15335 (K03520) coxL, cutL; aerobic carbon-monoxide dehydrogenase large subunit [EC:1.2.5.3]"	FALSE	0.59	865	1.37E-274								"Molybdopterin cofactor-binding domain [PF02738.21]; Molybdopterin cofactor-binding domain [PF20256.1]; Aldehyde oxidase and xanthine dehydrogenase, a/b hammerhead domain [PF01315.25]"					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_155	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	155	164730	165707	1	A		rhz:RHPLAN_59590	K04102	"rhz:RHPLAN_59590 (K04102) pht5; 4,5-dihydroxyphthalate decarboxylase [EC:4.1.1.55]"	TRUE	0.652	414	1.04E-126								"NMT1/THI5 like [PF09084.14]; ABC transporter, phosphonate, periplasmic substrate-binding protein [PF12974.10]; NMT1-like family [PF13379.9]"					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_156	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	156	165876	166460	-1	C		rhz:RHPLAN_26450		rhz:RHPLAN_26450 ()	FALSE	0.716	280	7.14E-83								Ring hydroxylating beta subunit [PF00866.21]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_157	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	157	166642	168024	-1	A		psin:CAK95_12530		psin:CAK95_12530 ()	TRUE	0.816	765	9.48E-246								Rieske [2Fe-2S] domain [PF00355.29]; Ring hydroxylating alpha subunit (catalytic domain) [PF00848.22]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_158	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	158	168213	169703	-1	A		rhz:RHPLAN_26430	K01915	"rhz:RHPLAN_26430 (K01915) glnA, GLUL; glutamine synthetase [EC:6.3.1.2]"	TRUE	0.723	716	4.22E-228								"Glutamine synthetase, catalytic domain [PF00120.27]; Glutamine synthetase N-terminal domain [PF16952.8]"					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_159	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	159	169800	170504	1	C		hdi:HDIA_4245		hdi:HDIA_4245 ()	FALSE	0.311	109	2.79E-23								Class II Aldolase and Adducin N-terminal domain [PF00596.24]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_160	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	160	170714	171733	1	C		rmar:GBA65_17480	"K07080,K07080"	rmar:GBA65_17480 (K07080) K07080; uncharacterized protein	FALSE	0.437	246	1.58E-68								NMT1-like family [PF16868.8]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_161	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	161	171837	173735	1	A		rmar:GBA65_17475		rmar:GBA65_17475 ()	TRUE	0.46	519	1.15E-157								"Tripartite ATP-independent periplasmic transporter, DctM component [PF06808.15]"					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_162	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	162	173755	174543	-1	C		sbar:H5V43_17600		sbar:H5V43_17600 ()	FALSE	0.648	327	1.06E-97								Enoyl-(Acyl carrier protein) reductase [PF13561.9]; short chain dehydrogenase [PF00106.28]; KR domain [PF08659.13]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_163	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	163	174572	175420	-1	C		sbar:H5V43_17455	K03119	sbar:H5V43_17455 (K03119) tauD; taurine dioxygenase [EC:1.14.11.17]	FALSE	0.587	312	3.94E-92								"Taurine catabolism dioxygenase TauD, TfdA family [PF02668.19]"					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_164	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	164	175556	176260	-1	C		brk:CWS35_10850		brk:CWS35_10850 ()	FALSE	0.386	86	2.18E-15													0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_165	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	165	176460	178268	1	A		oca:OCAR_6476	K15738	oca:OCAR_6476 (K15738) uup; ABC transport system ATP-binding/permease protein	TRUE	0.732	891	1.02E-286								ABC transporter [PF00005.30]; RecF/RecN/SMC N terminal domain [PF02463.22]; ABC transporter C-terminal domain [PF16326.8]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_166	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	166	178386	180020	1	A		psin:CAK95_24015	K02837	psin:CAK95_24015 (K02837) prfC; peptide chain release factor 3	TRUE	0.802	887	3.32E-286								"Class II release factor RF3, C-terminal domain [PF16658.8]; Elongation factor Tu GTP binding domain [PF00009.30]"					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_167	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	167	180472	181524	1	C		rhz:RHPLAN_49400		rhz:RHPLAN_49400 ()	FALSE	0.543	309	5.82E-90								Tripartite tricarboxylate transporter family receptor [PF03401.17]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_168	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	168	181722	182456	1	C		rhz:RHPLAN_08710		rhz:RHPLAN_08710 ()	FALSE	0.639	310	2.67E-92								Class II Aldolase and Adducin N-terminal domain [PF00596.24]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_169	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	169	182568	182804	-1	C		psin:CAK95_05770		psin:CAK95_05770 ()	FALSE	0.484	61	5.31E-09													0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_170	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	170	183161	183382	1	E																					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_171	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	171	183404	183685	-1	E																					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_172	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	172	183775	184188	1	C		maqu:Maq22A_c23825		maqu:Maq22A_c23825 ()	FALSE	0.763	215	2.09E-61								Glyoxalase-like domain [PF12681.10]; Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily [PF00903.28]; Glyoxalase-like domain [PF18029.4]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_173	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	173	184291	184707	1	C		rhz:RHPLAN_61760		rhz:RHPLAN_61760 ()	FALSE	0.695	186	2.25E-51								Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily [PF00903.28]; Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily [PF13669.9]; Glyoxalase-like domain [PF18029.4]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_174	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	174	185338	185559	1	E																					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_175	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	175	185749	186495	1	C		tso:IZ6_20920	K03610	tso:IZ6_20920 (K03610) minC; septum site-determining protein MinC	FALSE	0.588	274	6.40E-80								"Septum formation inhibitor MinC, C-terminal domain [PF03775.19]; Septum formation inhibitor MinC, N-terminal domain [PF05209.16]"					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_176	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	176	186517	187332	1	A		bic:LMTR13_35040	K03609	bic:LMTR13_35040 (K03609) minD; septum site-determining protein MinD	TRUE	0.812	454	1.42E-141								"NUBPL iron-transfer P-loop NTPase [PF10609.12]; AAA domain [PF13614.9]; Cellulose biosynthesis protein BcsQ [PF06564.15]; CobQ/CobB/MinD/ParA nucleotide binding domain [PF01656.26]; VirC1 protein [PF07015.14]; ATPase MipZ [PF09140.14]; Anion-transporting ATPase [PF02374.18]; 4Fe-4S iron sulfur cluster binding proteins, NifH/frxC family [PF00142.21]"					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_177	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	177	187329	187601	1	C		meso:BSQ44_10320	K03608	meso:BSQ44_10320 (K03608) minE; cell division topological specificity factor	FALSE	0.633	112	1.14E-26								Septum formation topological specificity factor MinE [PF03776.17]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_178	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	178	187830	188810	1	C		psin:CAK95_25775		psin:CAK95_25775 ()	FALSE	0.515	312	1.80E-91								Tripartite tricarboxylate transporter family receptor [PF03401.17]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_179	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	179	188832	190001	-1	A		meso:BSQ44_04350		meso:BSQ44_04350 ()	TRUE	0.694	527	7.64E-165								Luciferase-like monooxygenase [PF00296.23]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_180	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	180	189998	190762	-1	C		psin:CAK95_28775		psin:CAK95_28775 ()	FALSE	0.529	257	8.46E-74	MER0196517	S33	MER0196517 - family S33 unassigned peptidases (Pirellula staleyi) [S33.UPW]#S33#{peptidase unit: 18-248}~source ADB19008~	FALSE	0.405	162	7.11E-43	"Serine aminopeptidase, S33 [PF12146.11]; alpha/beta hydrolase fold [PF00561.23]; Alpha/beta hydrolase family [PF12697.10]; Alpha/beta hydrolase of unknown function (DUF1057) [PF06342.15]; Thioesterase domain [PF00975.23]; Chlorophyllase enzyme [PF12740.10]; TAP-like protein [PF08386.13]; Chlorophyllase [PF07224.14]; Platelet-activating factor acetylhydrolase, isoform II [PF03403.16]; Prolyl oligopeptidase family [PF00326.24]"					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_181	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	181	191075	192049	1	C		rhz:RHPLAN_57910		rhz:RHPLAN_57910 ()	FALSE	0.597	350	1.33E-104								Tripartite tricarboxylate transporter family receptor [PF03401.17]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_182	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	182	192289	192489	-1	E																					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_183	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	183	192758	193117	-1	C		rhz:RHPLAN_17420	K13589	"rhz:RHPLAN_17420 (K13589) cpdR; two-component system, cell cycle response regulator CpdR"	FALSE	0.889	219	3.78E-63								Response regulator receiver domain [PF00072.27]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_184	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	184	193429	194316	1	A		rhz:RHPLAN_17410		rhz:RHPLAN_17410 ()	TRUE	0.817	497	2.76E-156								N-formylglutamate amidohydrolase [PF05013.15]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_185	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	185	194585	195367	1	A		rhz:RHPLAN_17400		rhz:RHPLAN_17400 ()	TRUE	0.742	391	4.93E-120								Inositol monophosphatase family [PF00459.28]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_186	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	186	195395	196336	-1	A		rhz:RHPLAN_17390	K01048	rhz:RHPLAN_17390 (K01048) pldB; lysophospholipase [EC:3.1.1.5]	TRUE	0.67	416	1.27E-127	MER0061009	S33	MER0061009 - family S33 unassigned peptidases (Bradyrhizobium sp. BTAi1) [S33.UPW]#S33#{peptidase unit: 1-304}~source YP_001237513~	TRUE	0.628	376	5.39E-116	"Serine aminopeptidase, S33 [PF12146.11]; alpha/beta hydrolase fold [PF00561.23]; Alpha/beta hydrolase family [PF12697.10]"					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_187	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	187	196379	198214	-1	A		rhz:RHPLAN_17360	K01620	rhz:RHPLAN_17360 (K01620) ltaE; threonine aldolase [EC:4.1.2.48]	TRUE	0.666	454	9.02E-136								Beta-eliminating lyase [PF01212.24]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_188	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	188	198502	203190	1	A		rhz:RHPLAN_17130	K00265	rhz:RHPLAN_17130 (K00265) gltB; glutamate synthase (NADPH) large chain [EC:1.4.1.13]	TRUE	0.813	2562	0	MER0458623	C44	MER0458623 - glutamate synthase (NADPH) large chain (Nitrobacter winogradskyi) [C44.003]#C44#{peptidase unit: 69-444}~source YP_319555~	TRUE	0.854	666	1.77E-197	Glutamine amidotransferases class-II [PF00310.24]; Glutamate synthase central domain [PF04898.17]; Conserved region in glutamate synthase [PF01645.20]; GXGXG motif [PF01493.22]					0
